# t,N
3.001995498626167773e+02,4.872772205205131399e+02
9.713173816997544563e+00,9.071479426239935492e+03
1.979062117412676116e+02,1.361386839067866049e+03
2.417960417058883138e+02,9.161415952696371505e+02
2.076528692588586864e+02,1.250739257509971821e+03
4.712079328946694545e+02,1.019322268542274372e+02
7.554431494918573264e+01,4.685113836972568606e+03
2.305274129787596848e+02,9.899407791603342730e+02
9.304455595827620584e+01,3.935421823982472688e+03
4.149844612736760041e+02,1.575185517855898638e+02
2.274941696665595998e+02,1.035570510214049818e+03
4.869700011726784510e+02,6.627522815736307393e+01
4.141775314991088521e+02,1.362970572858803848e+02
2.700366436622413175e+02,6.661081863717199667e+02
1.244904822948765855e+02,2.897802483475635654e+03
1.813758872451600723e+02,1.631907165473652867e+03
4.903589825598986351e+01,6.132029730967637079e+03
1.014927966727519149e+01,9.026741391592817308e+03
3.525631334247786981e+02,2.935041154937566148e+02
7.395761579332005908e+01,4.787673011724255957e+03
1.425777031794293066e+02,2.397034852734820106e+03
1.453525072480697418e+02,2.328457832145497832e+03
2.568576689379146956e+02,7.841536037396025449e+02
2.959850471645536913e+02,5.346221499361489577e+02
3.812218017880609864e+02,2.240438920030488816e+02
2.633321831762446550e+02,7.322124421693761178e+02
3.976299303188675367e+02,1.913490011006846032e+02
8.813036769956306671e+01,4.140453811633376972e+03
3.319267355653549316e+02,3.609492306757255164e+02
4.744269688257049893e+02,7.630604262943330696e+01
3.042107798604146751e+02,4.825508608184125023e+02
1.169174188192314574e+02,3.105658606698154472e+03
4.998045780106824765e+01,6.074578910522185652e+03
3.044364342740391294e+02,4.577728172599314576e+02
3.530469653827639149e+02,2.966167065268323881e+02
1.097375937948387161e+02,3.351391146903255503e+03
3.249492390135378059e+02,3.932897553396294370e+02
1.327738464057712235e+02,2.651642206214276939e+03
4.016868430479281642e+02,1.672407317829276394e+02
6.560375763532167070e+01,5.206702091483253753e+03
4.151266345259733157e+02,1.758379584268383553e+02
5.530189750086350386e+01,5.747659837493198211e+03
1.317489097482901741e+02,2.694580429253319380e+03
2.080391711083005646e+02,1.243492191318295454e+03
4.309828396041316978e+02,1.125322690538156962e+02
2.943719602311996368e+02,5.369507987757142473e+02
4.628854478029402912e+02,1.033712159504840713e+02
2.956198485076789666e+02,5.316203754742624596e+02
4.534731397883611521e+02,1.020099492479039185e+02
3.026938686917384871e+02,4.948992314045628973e+02
2.285213476392735572e+02,1.019689466704880942e+03
1.172893498204599041e+02,3.090265213627418689e+03
1.653607050432328549e+02,1.907537907764225110e+03
1.836663338732424506e+02,1.581890277344992001e+03
2.672591536964596344e+02,6.793788608371228293e+02
4.669075898484804270e+02,9.651032731656005126e+01
1.685532156743262817e+02,1.838961243906021309e+03
4.372023359388051631e+02,1.325109917402342319e+02
3.003674204958792870e+02,4.976508414043710218e+02
9.066420469306906682e+01,4.047985514708821029e+03
4.535004153015739803e+02,1.046712400597684223e+02
1.365866856988268125e+02,2.548664606370098227e+03
1.333032938411623434e+02,2.644948693221253507e+03
2.135014136459593601e+02,1.170907486009278728e+03
1.213374850507876204e+02,2.967532863275901036e+03
2.996243070356100588e+02,4.927645648195596095e+02
6.215668696922727321e+01,5.372308061005152013e+03
1.409606409461268015e+02,2.439803326192433360e+03
3.702250162516773457e+01,6.906742537660052221e+03
3.924024936840462487e+02,2.099542453393809751e+02
2.659742518848405552e+02,6.997382692747031570e+02
2.636325968185677766e+02,7.190338544078028917e+02
4.576725275817321972e+02,9.592650543937443786e+01
2.528801498624651458e+02,8.053042186274903997e+02
2.344084441049166116e+02,9.466089179010149337e+02
2.931173794096624761e+02,5.467986169216964072e+02
2.703074761683981819e+02,6.670986866028727036e+02
1.000966821042327268e+02,3.676539925203094754e+03
4.705547644649955146e+02,8.578979570719315006e+01
3.214951735110685718e+02,3.934980956715430125e+02
2.880024307407335868e+02,5.682202224721509083e+02
2.178768485632606087e+02,1.134805722400514242e+03
2.824850101810572056e+01,7.539679243169169240e+03
6.200228362693882644e+01,5.371595613755968770e+03
3.278116412431140247e+02,3.922011446123173641e+02
1.667063869070664737e+02,1.896341620414234967e+03
4.996653346310500865e+02,6.229795084892094792e+01
1.239355436112649613e+02,2.901331844453546637e+03
3.238424972556832131e+02,3.829002893964736245e+02
4.380536760926831334e+02,1.227762499460312000e+02
4.187740099844065185e+02,1.595507449172310146e+02
2.308727780899569382e+02,9.977864333049332117e+02
5.886656080318813622e+01,5.565770136934593211e+03
4.450078649518962948e+01,6.406516391912976360e+03
3.148514319788525313e+02,4.444000832899765214e+02
4.512776852352273949e+01,6.361517984419048844e+03
2.293325228375371978e+02,1.026818786360485774e+03
3.689262270278608753e+02,2.476265529159801986e+02
4.007091120737121770e+01,6.679283063012201637e+03
1.444497069498872861e+02,2.376793628284340230e+03
