# x,y
-3.750750149919261922e+00,-9.229147996247639707e-01
2.488305621285789471e+00,9.180105798228328506e-01
3.788937615373090040e+00,8.926839017151038114e-01
-2.746317043195627416e+00,-9.427796178665646121e-01
-2.035919361813443018e+00,-7.611229065174380803e-01
4.111816387157977815e+00,9.641112046422108950e-01
-3.224760753910608457e+00,-8.450818707899108162e-01
-4.744419669415100849e+00,-9.560706335950240886e-01
1.356649748884501960e+00,6.463015653127979210e-01
4.197730177650491612e+00,9.641251968538283590e-01
1.048321605292744430e+00,4.841166214903847576e-01
2.798074846773864977e+00,6.527954605438354152e-01
4.693028646541868909e+00,8.902790380168170703e-01
3.749479494269758462e-01,1.317584269372544248e-01
-3.569587085683163519e+00,-1.054479503963042797e+00
7.856678607328069219e-01,4.728173293359721474e-01
1.796966448814548478e+00,6.377645894620992406e-01
3.535683752089157750e+00,8.577119767373954096e-01
7.122464981302476517e-01,3.128583730817697250e-01
-3.113203716796658860e+00,-1.072604717960413900e+00
1.617517585461857976e+00,5.610177088829790826e-01
-2.609205240726000241e-01,-6.561623697196869442e-02
3.691568853164229225e+00,1.073644715743323985e+00
-3.907036289800012163e+00,-1.021273631921277847e+00
-9.294086082034969110e-01,-4.858229535466692672e-01
-3.078603810820457198e+00,-9.183635810877984751e-01
-5.511149082116473252e-01,-1.263610220286610630e-01
-2.568297203673648443e+00,-7.673562144179909561e-01
2.808215809457584200e+00,8.246016380356979703e-01
4.957021009777445641e+00,1.043729741040097414e+00
-9.375269798202303662e-01,-2.002390805245140293e-01
-4.285564002505630299e+00,-8.655444985671247871e-01
4.563061162482327404e+00,9.541231437815544947e-01
-1.517146194487057009e+00,-6.485591803228962782e-01
-4.569199917151197887e+00,-7.336741279481731048e-01
1.816557655322839082e-01,1.282021618973093469e-01
4.898424143873711500e+00,1.024080358616096253e+00
3.387164279239543774e+00,1.061642458765990948e+00
-4.718812351830500518e+00,-1.124333017844466820e+00
-2.748107765196214913e-01,-2.153241387704201704e-01
-4.453307292728202249e+00,-9.416756072849840065e-01
3.017937373928852196e+00,7.790204200384669431e-01
-2.673152566759465998e+00,-8.152696228506540743e-01
3.900747435976095190e-01,1.975680304201100357e-01
-8.640009358179767673e-02,1.601361992979450644e-01
8.294985652143260779e-01,2.709646983599946490e-01
2.251686616225764048e+00,8.413747659628131315e-01
-1.361852196343403598e+00,-4.971013271945235457e-01
1.679449525625006601e+00,8.362643670491423098e-01
3.852030789296698288e+00,9.498841882947234305e-01
3.823371165030737373e+00,1.041866616184432770e+00
-3.213278752171361496e+00,-9.275420566194515493e-01
-7.594018074444104371e-01,-3.111132358387387331e-01
1.878212094441527036e+00,6.027615222227521441e-01
4.108131100149471138e+00,8.471255669099239105e-01
3.265499215714838144e+00,8.587724418066782217e-01
4.154924635932720989e+00,9.616703820995481378e-01
3.487159184173838966e+00,9.753872078846607119e-01
-3.333143975056838126e+00,-1.129496448010109955e+00
4.991802796786007690e+00,1.105504466330369473e+00
4.901082573870876757e+00,9.095674729380158752e-01
4.357324969993097596e+00,9.407819991770989265e-01
-2.052061528459656614e-01,-6.609726271387986185e-02
-3.273284539687520756e+00,-8.702789534088092305e-01
4.952951684904656204e+00,8.470320185111501754e-01
1.234707828819416875e+00,5.580735077265104316e-01
1.430038886616142868e+00,6.028888382035877402e-01
2.563303188957139156e+00,8.498479720321404640e-01
-4.472931530850280168e+00,-9.910847754462078774e-01
-4.603209423565889580e+00,-9.940602258205248898e-01
2.173164533949309529e+00,8.426484015510716796e-01
3.867856667173940721e+00,9.374350150057736419e-01
-6.012777475079964518e-01,-4.807882179447295901e-01
-6.566724870360163280e-01,-3.402254848237670215e-01
-1.664432384160874356e+00,-7.660613359052306226e-01
-3.778213371273505317e+00,-9.771418486953609150e-01
4.950497290056256716e+00,9.334784674021461282e-01
-1.252381200585702459e+00,-3.812568456899665947e-01
-3.333178424485566893e+00,-1.126983828106707941e+00
-1.593775764071638790e-01,-3.377448563559588834e-02
-8.041534947561626012e-01,-5.030089836827574823e-01
3.050044339380216130e+00,8.802774572023572830e-01
-8.105961789522879712e-01,-5.019704051199025407e-01
4.706124811374053252e+00,8.693173945852178397e-01
-2.537048119244151856e+00,-7.819227195569309341e-01
-4.895903057203917719e+00,-8.945625080213718272e-01
-4.243811823513780723e+00,-7.687207698785381016e-01
-1.287164616397760142e-01,-7.748329245061029436e-02
2.521098535878634195e+00,7.397641732094434319e-01
-1.011822688079600852e+00,-2.542082406258771021e-01
2.917905450406612644e-01,1.727885854291938139e-01
6.716520817650986075e-01,3.991423317915021030e-01
-1.001901614957382058e+00,-3.953279302552900054e-01
3.992411369724729653e+00,8.229126264026480619e-01
1.925824039076622363e+00,6.071876483300630012e-01
-2.769815974248492907e+00,-9.242047191810631723e-01
-1.738457762106926374e+00,-5.936932538643292512e-01
-3.087639386590184998e+00,-8.838931745814342378e-01
-9.509089890437767423e-01,-5.355057938534482087e-01
-8.897352164862590840e-01,-3.260376483687395521e-01
